Border,Date,Measure,Value,Average
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,27878,12803.0
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,18092,9474.0
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,182104,137847.0
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,644.0
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,360817,255176.0
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,26467,12631.0
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,229736,162064.0
US-Canada Border,06/01/2009 12:00:00 AM,Buses,11387,8399.0
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,3266188,3120322.0
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,5806363,5222237.0
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,15641,12493.0
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,4670174,6136398.0
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,2440.0
US-Mexico Border,05/01/2009 12:00:00 AM,Trains,613,644.0
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Full,18103,12493.0
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Full,217776,134187.0
US-Mexico Border,05/01/2009 12:00:00 AM,Buses,18635,9474.0
US-Canada Border,05/01/2009 12:00:00 AM,Trucks,396308,419175.0
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicles,2346355,2489564.0
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Full,80160,31860.0
US-Canada Border,05/01/2009 12:00:00 AM,Pedestrians,37133,18537.0
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Empty,79869,24091.0
US-Canada Border,05/01/2009 12:00:00 AM,Buses,11920,8399.0
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Empty,40331,9791.0
US-Mexico Border,05/01/2009 12:00:00 AM,Trucks,341601,255176.0
US-Canada Border,05/01/2009 12:00:00 AM,Bus Passengers,277709,162064.0
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Empty,25007,12631.0
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Full,309367,177702.0
US-Mexico Border,05/01/2009 12:00:00 AM,Pedestrians,3457754,3120322.0
US-Mexico Border,05/01/2009 12:00:00 AM,Train Passengers,373,1000.0
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Empty,121711,106850.0
US-Canada Border,05/01/2009 12:00:00 AM,Train Passengers,18241,12803.0
US-Mexico Border,05/01/2009 12:00:00 AM,Bus Passengers,179414,137847.0
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,11838435,14044657.0
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicles,5954295,5222237.0
US-Mexico Border,04/01/2009 12:00:00 AM,Truck Containers Empty,128063,106850.0
US-Canada Border,04/01/2009 12:00:00 AM,Bus Passengers,203755,162064.0
US-Mexico Border,04/01/2009 12:00:00 AM,Truck Containers Full,229484,134187.0
US-Canada Border,04/01/2009 12:00:00 AM,Train Passengers,10600,12803.0
US-Mexico Border,04/01/2009 12:00:00 AM,Personal Vehicle Passengers,11550475,14044657.0
US-Canada Border,04/01/2009 12:00:00 AM,Truck Containers Full,322032,177702.0
US-Canada Border,04/01/2009 12:00:00 AM,Rail Containers Empty,43057,9791.0
US-Canada Border,04/01/2009 12:00:00 AM,Personal Vehicles,2018362,2489564.0
US-Canada Border,04/01/2009 12:00:00 AM,Buses,9435,8399.0
US-Mexico Border,04/01/2009 12:00:00 AM,Personal Vehicles,5830621,5222237.0
US-Canada Border,04/01/2009 12:00:00 AM,Pedestrians,29748,18537.0
US-Mexico Border,04/01/2009 12:00:00 AM,Rail Containers Full,20387,12493.0
US-Canada Border,04/01/2009 12:00:00 AM,Trains,1851,2440.0
US-Mexico Border,04/01/2009 12:00:00 AM,Trains,643,644.0
US-Canada Border,04/01/2009 12:00:00 AM,Trucks,404950,419175.0
US-Mexico Border,04/01/2009 12:00:00 AM,Rail Containers Empty,26773,12631.0
US-Canada Border,04/01/2009 12:00:00 AM,Rail Containers Full,83565,31860.0
US-Canada Border,04/01/2009 12:00:00 AM,Personal Vehicle Passengers,3953392,6136398.0
US-Mexico Border,04/01/2009 12:00:00 AM,Bus Passengers,219893,137847.0
US-Mexico Border,04/01/2009 12:00:00 AM,Buses,20532,9474.0
US-Canada Border,04/01/2009 12:00:00 AM,Truck Containers Empty,79971,24091.0
US-Mexico Border,04/01/2009 12:00:00 AM,Trucks,357907,255176.0
US-Mexico Border,04/01/2009 12:00:00 AM,Pedestrians,3468779,3120322.0
US-Mexico Border,04/01/2009 12:00:00 AM,Train Passengers,382,1000.0
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Full,83360,31860.0
US-Canada Border,03/01/2009 12:00:00 AM,Trucks,422741,419175.0
US-Canada Border,03/01/2009 12:00:00 AM,Pedestrians,22712,18537.0
US-Canada Border,03/01/2009 12:00:00 AM,Bus Passengers,150183,162064.0
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicles,1971344,2489564.0
US-Mexico Border,03/01/2009 12:00:00 AM,Trains,708,644.0
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,3836164,6136398.0
US-Canada Border,03/01/2009 12:00:00 AM,Train Passengers,10137,12803.0
US-Canada Border,03/01/2009 12:00:00 AM,Buses,7841,8399.0
US-Canada Border,03/01/2009 12:00:00 AM,Trains,2013,2440.0
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Empty,89544,24091.0
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Full,314249,177702.0
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Empty,49204,9791.0
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Empty,29260,12631.0
US-Mexico Border,03/01/2009 12:00:00 AM,Train Passengers,290,1000.0
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicles,6030705,5222237.0
US-Mexico Border,03/01/2009 12:00:00 AM,Buses,20050,9474.0
US-Mexico Border,03/01/2009 12:00:00 AM,Pedestrians,3701613,3120322.0
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,12037391,14044657.0
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Full,20976,12493.0
US-Mexico Border,03/01/2009 12:00:00 AM,Bus Passengers,216219,137847.0
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Full,236095,134187.0
US-Mexico Border,03/01/2009 12:00:00 AM,Trucks,363836,255176.0
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Empty,128497,106850.0
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,10571539,14044657.0
US-Canada Border,02/01/2009 12:00:00 AM,Trucks,384478,419175.0
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,3212259,6136398.0
US-Canada Border,02/01/2009 12:00:00 AM,Buses,7018,8399.0
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Full,77920,31860.0
US-Canada Border,02/01/2009 12:00:00 AM,Bus Passengers,149370,162064.0
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Empty,25526,12631.0
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Full,296835,177702.0
US-Canada Border,02/01/2009 12:00:00 AM,Trains,1931,2440.0
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Empty,121745,106850.0
US-Canada Border,02/01/2009 12:00:00 AM,Pedestrians,14992,18537.0
US-Mexico Border,02/01/2009 12:00:00 AM,Trains,615,644.0
US-Mexico Border,02/01/2009 12:00:00 AM,Pedestrians,3270412,3120322.0
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicles,1676466,2489564.0
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Empty,44115,9791.0
US-Mexico Border,02/01/2009 12:00:00 AM,Trucks,328561,255176.0
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Full,16863,12493.0
US-Mexico Border,02/01/2009 12:00:00 AM,Train Passengers,524,1000.0
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Empty,80508,24091.0
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicles,5435201,5222237.0
US-Canada Border,02/01/2009 12:00:00 AM,Train Passengers,8667,12803.0
US-Mexico Border,02/01/2009 12:00:00 AM,Bus Passengers,168181,137847.0
US-Mexico Border,02/01/2009 12:00:00 AM,Buses,18185,9474.0
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Full,209249,134187.0
US-Canada Border,01/01/2009 12:00:00 AM,Trains,1959,2440.0
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Empty,26407,12631.0
US-Canada Border,01/01/2009 12:00:00 AM,Pedestrians,10938,18537.0
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Full,82588,31860.0
US-Mexico Border,01/01/2009 12:00:00 AM,Trains,614,644.0
US-Canada Border,01/01/2009 12:00:00 AM,Bus Passengers,141447,162064.0
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Empty,78616,24091.0
US-Mexico Border,01/01/2009 12:00:00 AM,Buses,20538,9474.0
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Empty,126646,106850.0
US-Mexico Border,01/01/2009 12:00:00 AM,Pedestrians,3581976,3120322.0
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicles,1719008,2489564.0
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Full,208425,134187.0
US-Canada Border,01/01/2009 12:00:00 AM,Train Passengers,9560,12803.0
US-Canada Border,01/01/2009 12:00:00 AM,Buses,7502,8399.0
US-Canada Border,01/01/2009 12:00:00 AM,Trucks,385057,419175.0
US-Mexico Border,01/01/2009 12:00:00 AM,Bus Passengers,243815,137847.0
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Full,305973,177702.0
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Empty,42263,9791.0
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,3309541,6136398.0
US-Mexico Border,01/01/2009 12:00:00 AM,Train Passengers,468,1000.0
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,12444929,14044657.0
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicles,6066605,5222237.0
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Full,15209,12493.0
US-Mexico Border,01/01/2009 12:00:00 AM,Trucks,338857,255176.0
US-Canada Border,12/01/2008 12:00:00 AM,Personal Vehicles,1833417,2489564.0
US-Canada Border,12/01/2008 12:00:00 AM,Rail Containers Empty,37471,9791.0
US-Canada Border,12/01/2008 12:00:00 AM,Train Passengers,7983,12803.0
US-Canada Border,12/01/2008 12:00:00 AM,Bus Passengers,162597,162064.0
US-Canada Border,12/01/2008 12:00:00 AM,Personal Vehicle Passengers,3521642,6136398.0
US-Canada Border,12/01/2008 12:00:00 AM,Trucks,382977,419175.0
US-Mexico Border,12/01/2008 12:00:00 AM,Train Passengers,1771,1000.0
US-Canada Border,12/01/2008 12:00:00 AM,Truck Containers Full,287911,177702.0
US-Canada Border,12/01/2008 12:00:00 AM,Buses,7497,8399.0
US-Canada Border,12/01/2008 12:00:00 AM,Rail Containers Full,81987,31860.0
US-Canada Border,12/01/2008 12:00:00 AM,Trains,1835,2440.0
US-Canada Border,12/01/2008 12:00:00 AM,Truck Containers Empty,66728,24091.0
US-Mexico Border,12/01/2008 12:00:00 AM,Rail Containers Full,24485,12493.0
US-Mexico Border,12/01/2008 12:00:00 AM,Trains,751,644.0
US-Mexico Border,12/01/2008 12:00:00 AM,Truck Containers Full,199659,134187.0
US-Canada Border,12/01/2008 12:00:00 AM,Pedestrians,17334,18537.0
US-Mexico Border,12/01/2008 12:00:00 AM,Bus Passengers,254210,137847.0
US-Mexico Border,12/01/2008 12:00:00 AM,Trucks,331232,255176.0
US-Mexico Border,12/01/2008 12:00:00 AM,Personal Vehicle Passengers,13169398,14044657.0
US-Mexico Border,12/01/2008 12:00:00 AM,Rail Containers Empty,33258,12631.0
US-Mexico Border,12/01/2008 12:00:00 AM,Pedestrians,3838082,3120322.0
US-Mexico Border,12/01/2008 12:00:00 AM,Buses,21794,9474.0
US-Mexico Border,12/01/2008 12:00:00 AM,Truck Containers Empty,129628,106850.0
US-Mexico Border,12/01/2008 12:00:00 AM,Personal Vehicles,6604996,5222237.0
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Full,104462,31860.0
US-Canada Border,11/01/2008 12:00:00 AM,Buses,8631,8399.0
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicles,2011884,2489564.0
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Empty,49038,9791.0
US-Canada Border,11/01/2008 12:00:00 AM,Bus Passengers,230813,162064.0
US-Canada Border,11/01/2008 12:00:00 AM,Pedestrians,23214,18537.0
US-Mexico Border,11/01/2008 12:00:00 AM,Bus Passengers,221792,137847.0
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Empty,73113,24091.0
US-Canada Border,11/01/2008 12:00:00 AM,Trucks,436177,419175.0
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Full,331339,177702.0
US-Canada Border,11/01/2008 12:00:00 AM,Train Passengers,10358,12803.0
US-Canada Border,11/01/2008 12:00:00 AM,Trains,2409,2440.0
US-Mexico Border,11/01/2008 12:00:00 AM,Rail Containers Full,29881,12493.0
US-Mexico Border,11/01/2008 12:00:00 AM,Pedestrians,3542162,3120322.0
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicle Passengers,3923765,6136398.0
US-Mexico Border,11/01/2008 12:00:00 AM,Train Passengers,2202,1000.0
US-Mexico Border,11/01/2008 12:00:00 AM,Personal Vehicles,6355731,5222237.0
US-Mexico Border,11/01/2008 12:00:00 AM,Rail Containers Empty,39512,12631.0
US-Mexico Border,11/01/2008 12:00:00 AM,Trains,877,644.0
US-Mexico Border,11/01/2008 12:00:00 AM,Buses,20325,9474.0
US-Mexico Border,11/01/2008 12:00:00 AM,Truck Containers Full,211571,134187.0
US-Mexico Border,11/01/2008 12:00:00 AM,Truck Containers Empty,138556,106850.0
US-Mexico Border,11/01/2008 12:00:00 AM,Trucks,351074,255176.0
US-Mexico Border,11/01/2008 12:00:00 AM,Personal Vehicle Passengers,12626745,14044657.0
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Full,396401,177702.0
US-Canada Border,10/01/2008 12:00:00 AM,Trucks,503870,419175.0
US-Canada Border,10/01/2008 12:00:00 AM,Train Passengers,12985,12803.0
US-Canada Border,10/01/2008 12:00:00 AM,Buses,10426,8399.0
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Empty,167491,106850.0
US-Canada Border,10/01/2008 12:00:00 AM,Trains,2591,2440.0
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Empty,96985,24091.0
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,12937575,14044657.0
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Empty,54761,9791.0
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Full,112899,31860.0
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,4575735,6136398.0
US-Mexico Border,10/01/2008 12:00:00 AM,Trucks,423168,255176.0
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicles,2347854,2489564.0
US-Canada Border,10/01/2008 12:00:00 AM,Bus Passengers,302407,162064.0
US-Canada Border,10/01/2008 12:00:00 AM,Pedestrians,52664,18537.0
US-Mexico Border,10/01/2008 12:00:00 AM,Buses,21007,9474.0
US-Mexico Border,10/01/2008 12:00:00 AM,Train Passengers,2366,1000.0
US-Mexico Border,10/01/2008 12:00:00 AM,Rail Containers Full,31321,12493.0
US-Mexico Border,10/01/2008 12:00:00 AM,Trains,900,644.0
US-Mexico Border,10/01/2008 12:00:00 AM,Rail Containers Empty,39351,12631.0
US-Mexico Border,10/01/2008 12:00:00 AM,Pedestrians,3610576,3120322.0
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Full,255488,134187.0
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicles,6577359,5222237.0
US-Mexico Border,10/01/2008 12:00:00 AM,Bus Passengers,250449,137847.0
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Empty,50700,9791.0
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,25580,12493.0
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,394948,255176.0
US-Canada Border,09/01/2008 12:00:00 AM,Buses,11909,8399.0
US-Canada Border,09/01/2008 12:00:00 AM,Trains,2405,2440.0
US-Canada Border,09/01/2008 12:00:00 AM,Trucks,511697,419175.0
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,1000.0
US-Canada Border,09/01/2008 12:00:00 AM,Train Passengers,23898,12803.0
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Empty,95117,24091.0
US-Canada Border,09/01/2008 12:00:00 AM,Bus Passengers,307375,162064.0
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,20264,9474.0
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,32625,12631.0
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicles,2442637,2489564.0
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Full,414858,177702.0
US-Canada Border,09/01/2008 12:00:00 AM,Pedestrians,35038,18537.0
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,4781150,6136398.0
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Full,107759,31860.0
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,234079,137847.0
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,161436,106850.0
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,234084,134187.0
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,12943742,14044657.0
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,3570146,3120322.0
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,6485225,5222237.0
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,798,644.0
US-Canada Border,08/01/2008 12:00:00 AM,Trucks,486457,419175.0
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Empty,93785,24091.0
US-Mexico Border,08/01/2008 12:00:00 AM,Buses,23442,9474.0
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,7224613,6136398.0
US-Canada Border,08/01/2008 12:00:00 AM,Trains,2641,2440.0
US-Canada Border,08/01/2008 12:00:00 AM,Train Passengers,38804,12803.0
US-Canada Border,08/01/2008 12:00:00 AM,Buses,13910,8399.0
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Full,385486,177702.0
US-Mexico Border,08/01/2008 12:00:00 AM,Bus Passengers,338034,137847.0
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicles,3330187,2489564.0
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Empty,47296,9791.0
US-Canada Border,08/01/2008 12:00:00 AM,Bus Passengers,365139,162064.0
US-Mexico Border,08/01/2008 12:00:00 AM,Trains,863,644.0
US-Canada Border,08/01/2008 12:00:00 AM,Pedestrians,89240,18537.0
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Full,110143,31860.0
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Empty,36677,12631.0
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Full,241384,134187.0
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Full,29577,12493.0
US-Mexico Border,08/01/2008 12:00:00 AM,Pedestrians,3801010,3120322.0
US-Mexico Border,08/01/2008 12:00:00 AM,Trucks,408367,255176.0
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,13750931,14044657.0
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicles,6655579,5222237.0
US-Mexico Border,08/01/2008 12:00:00 AM,Train Passengers,1778,1000.0
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Empty,165997,106850.0
US-Canada Border,07/01/2008 12:00:00 AM,Buses,13814,8399.0
US-Canada Border,07/01/2008 12:00:00 AM,Truck Containers Empty,95306,24091.0
US-Canada Border,07/01/2008 12:00:00 AM,Train Passengers,40106,12803.0
US-Canada Border,07/01/2008 12:00:00 AM,Personal Vehicles,3117543,2489564.0
US-Mexico Border,07/01/2008 12:00:00 AM,Trains,818,644.0
US-Canada Border,07/01/2008 12:00:00 AM,Bus Passengers,363110,162064.0
US-Canada Border,07/01/2008 12:00:00 AM,Rail Containers Empty,49596,9791.0
US-Canada Border,07/01/2008 12:00:00 AM,Truck Containers Full,392079,177702.0
US-Canada Border,07/01/2008 12:00:00 AM,Pedestrians,81425,18537.0
US-Canada Border,07/01/2008 12:00:00 AM,Trucks,493902,419175.0
US-Mexico Border,07/01/2008 12:00:00 AM,Rail Containers Empty,34440,12631.0
US-Canada Border,07/01/2008 12:00:00 AM,Trains,2618,2440.0
US-Mexico Border,07/01/2008 12:00:00 AM,Train Passengers,1679,1000.0
US-Mexico Border,07/01/2008 12:00:00 AM,Rail Containers Full,23610,12493.0
US-Canada Border,07/01/2008 12:00:00 AM,Rail Containers Full,111238,31860.0
US-Canada Border,07/01/2008 12:00:00 AM,Personal Vehicle Passengers,6651473,6136398.0
US-Mexico Border,07/01/2008 12:00:00 AM,Truck Containers Empty,172252,106850.0
US-Mexico Border,07/01/2008 12:00:00 AM,Buses,24301,9474.0
US-Mexico Border,07/01/2008 12:00:00 AM,Personal Vehicle Passengers,14026265,14044657.0
US-Mexico Border,07/01/2008 12:00:00 AM,Trucks,421204,255176.0
US-Mexico Border,07/01/2008 12:00:00 AM,Pedestrians,3426318,3120322.0
US-Mexico Border,07/01/2008 12:00:00 AM,Personal Vehicles,6666667,5222237.0
US-Mexico Border,07/01/2008 12:00:00 AM,Truck Containers Full,248127,134187.0
US-Mexico Border,07/01/2008 12:00:00 AM,Bus Passengers,383342,137847.0
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,55667,18537.0
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,34564,12803.0
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,2670146,2489564.0
US-Canada Border,06/01/2008 12:00:00 AM,Buses,13811,8399.0
US-Canada Border,06/01/2008 12:00:00 AM,Trains,2556,2440.0
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,1947,1000.0
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,644.0
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,35912,12631.0
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,5228224,6136398.0
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,94830,24091.0
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,23424,9474.0
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,346933,162064.0
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,265628,137847.0
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,6505502,5222237.0
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,47578,9791.0
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,518059,419175.0
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,104171,31860.0
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,420439,177702.0
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,13058141,14044657.0
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,425939,255176.0
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,3589794,3120322.0
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,162605,106850.0
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,29303,12493.0
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,261487,134187.0
US-Canada Border,05/01/2008 12:00:00 AM,Bus Passengers,355655,162064.0
US-Canada Border,05/01/2008 12:00:00 AM,Trucks,516173,419175.0
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,12803.0
US-Mexico Border,05/01/2008 12:00:00 AM,Buses,23271,9474.0
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,18537.0
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,8399.0
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicles,2560128,2489564.0
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicles,6697505,5222237.0
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,2440.0
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,24091.0
US-Mexico Border,05/01/2008 12:00:00 AM,Pedestrians,3884000,3120322.0
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,5216129,6136398.0
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Empty,40163,12631.0
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,9791.0
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Full,274857,134187.0
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,31860.0
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,13372873,14044657.0
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Empty,155709,106850.0
US-Mexico Border,05/01/2008 12:00:00 AM,Bus Passengers,324361,137847.0
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Full,28890,12493.0
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Full,415365,177702.0
US-Mexico Border,05/01/2008 12:00:00 AM,Trains,901,644.0
US-Mexico Border,05/01/2008 12:00:00 AM,Train Passengers,1278,1000.0
US-Mexico Border,05/01/2008 12:00:00 AM,Trucks,434920,255176.0
US-Canada Border,04/01/2008 12:00:00 AM,Pedestrians,33454,18537.0
US-Mexico Border,04/01/2008 12:00:00 AM,Rail Containers Empty,40301,12631.0
US-Canada Border,04/01/2008 12:00:00 AM,Rail Containers Empty,55307,9791.0
US-Canada Border,04/01/2008 12:00:00 AM,Truck Containers Full,425896,177702.0
US-Canada Border,04/01/2008 12:00:00 AM,Buses,9542,8399.0
US-Mexico Border,04/01/2008 12:00:00 AM,Personal Vehicle Passengers,12720707,14044657.0
US-Mexico Border,04/01/2008 12:00:00 AM,Trains,958,644.0
US-Canada Border,04/01/2008 12:00:00 AM,Rail Containers Full,122825,31860.0
US-Canada Border,04/01/2008 12:00:00 AM,Trucks,530006,419175.0
US-Canada Border,04/01/2008 12:00:00 AM,Trains,2689,2440.0
US-Canada Border,04/01/2008 12:00:00 AM,Personal Vehicles,2208486,2489564.0
US-Canada Border,04/01/2008 12:00:00 AM,Truck Containers Empty,94474,24091.0
US-Mexico Border,04/01/2008 12:00:00 AM,Personal Vehicles,6495681,5222237.0
US-Mexico Border,04/01/2008 12:00:00 AM,Buses,22538,9474.0
US-Mexico Border,04/01/2008 12:00:00 AM,Bus Passengers,297793,137847.0
US-Canada Border,04/01/2008 12:00:00 AM,Personal Vehicle Passengers,4239459,6136398.0
US-Mexico Border,04/01/2008 12:00:00 AM,Truck Containers Full,282651,134187.0
US-Mexico Border,04/01/2008 12:00:00 AM,Rail Containers Full,29475,12493.0
US-Mexico Border,04/01/2008 12:00:00 AM,Trucks,445437,255176.0
US-Canada Border,04/01/2008 12:00:00 AM,Train Passengers,12710,12803.0
